"JURISDICTION","BEST_DETECTION_METHOD","FINES","ARRESTS","CHARGES","prediction"
"NSW","Yes",18,0,44,1
"NSW","Yes",18,0,45,1
"NSW","Yes",18,0,47,1
"NSW","Yes",18,0,54,1
"NSW","Yes",18,0,56,1
"NSW","Yes",18,0,57,1
"NSW","Yes",18,0,68,1
"NSW","Yes",18,0,80,1
"NSW","Yes",18,0,96,1
"NSW","Yes",19,0,9,1
"NSW","Yes",19,0,18,1
"NSW","Yes",19,0,20,1
"NSW","Yes",19,0,22,1
"NSW","Yes",19,0,23,1
"NSW","Yes",19,0,24,1
"NSW","Yes",19,0,43,1
"NSW","Yes",19,0,49,1
"NSW","Yes",19,0,51,1
"NSW","Yes",19,0,53,1
"NSW","Yes",19,0,55,1
"NSW","Yes",19,0,67,1
"NSW","Yes",19,0,68,1
"NSW","Yes",19,0,69,1
"NSW","Yes",20,0,6,1
"NSW","Yes",20,0,17,1
"NSW","Yes",20,0,36,1
"NSW","Yes",20,0,44,1
"NSW","Yes",20,0,53,1
"NSW","Yes",20,0,60,1
"NSW","Yes",20,0,62,1
"NSW","Yes",20,0,67,1
"NSW","Yes",20,0,77,1
"NSW","Yes",20,0,86,1
"NSW","Yes",21,0,16,1
"NSW","Yes",21,0,18,1
"NSW","Yes",21,0,20,1
"NSW","Yes",21,0,35,1
"NSW","Yes",21,0,139,1
"NSW","Yes",22,0,20,1
"NSW","Yes",22,0,26,1
"NSW","Yes",22,0,31,1
"NSW","Yes",22,0,41,1
"NSW","Yes",23,0,18,1
"NSW","Yes",23,0,23,1
"NSW","Yes",23,0,36,1
"NSW","Yes",23,0,65,1
"NSW","Yes",23,0,72,1
"NSW","Yes",23,0,79,1
"NSW","Yes",24,0,19,1
"NSW","Yes",24,0,21,1
"NSW","Yes",24,0,28,1
"NSW","Yes",24,0,38,1
"NSW","Yes",24,0,64,1
"NSW","Yes",24,0,68,1
"NSW","Yes",24,0,69,1
"NSW","Yes",24,0,83,1
"NSW","Yes",24,0,85,1
"NSW","Yes",24,0,122,1
"NSW","Yes",25,0,21,1
"NSW","Yes",25,0,25,1
"NSW","Yes",25,0,32,1
"NSW","Yes",25,0,37,1
"NSW","Yes",25,0,40,1
"NSW","Yes",25,0,47,1
"NSW","Yes",25,0,54,1
"NSW","Yes",25,0,62,1
"NSW","Yes",25,0,69,1
"NSW","Yes",25,0,89,1
"NSW","Yes",25,0,127,1
"NSW","Yes",25,0,151,1
"NSW","Yes",26,0,26,1
"NSW","Yes",26,0,44,1
"NSW","Yes",26,0,58,1
"NSW","Yes",27,0,25,1
"NSW","Yes",27,0,29,1
"NSW","Yes",27,0,55,1
"NSW","Yes",28,0,17,1
"NSW","Yes",28,0,18,1
"NSW","Yes",28,0,30,1
"NSW","Yes",28,0,32,1
"NSW","Yes",28,0,69,1
"NSW","Yes",28,0,90,1
"NSW","Yes",29,0,21,1
"NSW","Yes",29,0,23,1
"NSW","Yes",29,0,65,1
"NSW","Yes",29,0,102,1
"NSW","Yes",29,0,109,1
"NSW","Yes",30,0,15,1
"NSW","Yes",30,0,18,1
"NSW","Yes",30,0,19,1
"NSW","Yes",30,0,22,1
"NSW","Yes",30,0,25,1
"NSW","Yes",30,0,33,1
"NSW","Yes",30,0,58,1
"NSW","Yes",30,0,62,1
"NSW","Yes",30,0,66,1
"NSW","Yes",30,0,88,1
"NSW","Yes",30,0,91,1
"NSW","Yes",30,0,103,1
"NSW","Yes",31,0,21,1
"NSW","Yes",31,0,27,1
"NSW","Yes",31,0,88,1
"NSW","Yes",32,0,24,1
"NSW","Yes",32,0,28,1
"NSW","Yes",32,0,67,1
"NSW","Yes",32,0,98,1
"NSW","Yes",33,0,22,1
"NSW","Yes",33,0,30,1
"NSW","Yes",33,0,31,1
"NSW","Yes",33,0,35,1
"NSW","Yes",33,0,84,1
"NSW","Yes",34,0,15,1
"NSW","Yes",34,0,21,1
"NSW","Yes",34,0,94,1
"NSW","Yes",34,0,128,1
"NSW","Yes",35,0,36,1
"NSW","Yes",35,0,72,1
"NSW","Yes",36,0,23,1
"NSW","Yes",36,0,28,1
"NSW","Yes",36,0,30,1
"NSW","Yes",36,0,33,1
"NSW","Yes",36,0,34,1
"NSW","Yes",36,0,37,1
"NSW","Yes",36,0,48,1
"NSW","Yes",36,0,72,1
"NSW","Yes",36,0,115,1
"NSW","Yes",36,0,122,1
"NSW","Yes",36,0,129,1
"NSW","Yes",37,0,24,1
"NSW","Yes",37,0,29,1
"NSW","Yes",37,0,35,1
"NSW","Yes",37,0,44,1
"NSW","Yes",38,0,24,1
"NSW","Yes",38,0,25,1
"NSW","Yes",38,0,30,1
"NSW","Yes",38,0,42,1
"NSW","Yes",39,0,33,1
"NSW","Yes",39,0,35,1
"NSW","Yes",40,0,22,1
"NSW","Yes",40,0,34,1
"NSW","Yes",40,0,40,1
"NSW","Yes",40,0,45,1
"NSW","Yes",41,0,29,1
"NSW","Yes",41,0,32,1
"NSW","Yes",41,0,34,1
"NSW","Yes",41,0,75,1
"NSW","Yes",41,0,103,1
"NSW","Yes",42,0,115,1
"NSW","Yes",43,0,28,1
"NSW","Yes",43,0,30,1
"NSW","Yes",44,0,61,1
"NSW","Yes",45,0,23,1
"NSW","Yes",45,0,35,1
"NSW","Yes",45,0,36,1
"NSW","Yes",45,0,41,1
"NSW","Yes",45,0,53,1
"NSW","Yes",46,0,111,1
"NSW","Yes",47,0,63,1
"NSW","Yes",48,0,30,1
"NSW","Yes",48,0,40,1
"NSW","Yes",48,0,42,1
"NSW","Yes",49,0,15,1
"NSW","Yes",49,0,52,1
"NSW","Yes",50,0,42,1
"NSW","Yes",50,0,188,1
"NSW","Yes",52,0,92,1
"NSW","Yes",53,0,40,1
"NSW","Yes",53,0,161,1
"NSW","Yes",56,0,40,1
"NSW","Yes",56,0,52,1
"NSW","Yes",57,0,28,1
"NSW","Yes",57,0,40,1
"NSW","Yes",59,0,58,1
"NSW","Yes",61,0,46,1
"NSW","Yes",61,0,48,1
"NSW","Yes",61,0,63,1
"NSW","Yes",62,0,52,1
"NSW","Yes",63,0,68,1
"NSW","Yes",65,0,58,1
"NSW","Yes",65,0,62,1
"NSW","Yes",67,0,73,1
"NSW","Yes",70,0,55,1
"NSW","Yes",75,0,62,1
"NSW","Yes",81,0,68,1
"NT","Yes",0,0,0,1
"NT","Yes",0,0,1,1
"NT","Yes",0,0,4,1
"NT","Yes",0,1,1,1
"NT","Yes",0,1,2,1
"NT","Yes",0,1,4,1
"NT","Yes",0,2,6,1
"NT","Yes",0,3,3,1
"NT","Yes",0,3,4,1
"NT","Yes",0,3,5,1
"NT","Yes",0,5,8,1
"NT","Yes",1,0,0,1
"NT","Yes",1,0,2,1
"NT","Yes",1,1,2,1
"NT","Yes",1,1,3,1
"NT","Yes",1,1,6,1
"NT","Yes",2,0,0,1
"NT","Yes",2,0,2,1
"NT","Yes",6,0,0,1
"NT","Yes",7,0,0,1
"NT","Yes",9,0,0,1
"NT","Yes",10,0,0,1
"NT","Yes",10,8,30,1
"NT","Yes",10,18,56,1
"NT","Yes",11,0,0,1
"NT","Yes",11,1,19,1
"NT","Yes",11,11,39,1
"NT","Yes",13,0,0,1
"NT","Yes",13,11,34,1
"NT","Yes",14,0,0,1
"NT","Yes",15,0,0,1
"NT","Yes",15,5,20,1
"NT","Yes",15,9,46,1
"NT","Yes",15,12,50,1
"NT","Yes",15,13,45,1
"NT","Yes",15,13,48,1
"NT","Yes",15,17,52,1
"NT","Yes",16,0,0,1
"NT","Yes",17,0,0,1
"NT","Yes",17,11,46,1
"NT","Yes",17,12,48,1
"NT","Yes",18,0,0,1
"NT","Yes",18,9,62,1
"NT","Yes",18,13,46,1
"NT","Yes",19,0,0,1
"NT","Yes",19,6,25,1
"NT","Yes",19,9,31,1
"NT","Yes",19,13,88,1
"NT","Yes",19,15,84,1
"NT","Yes",19,19,50,1
"NT","Yes",20,0,0,1
"NT","Yes",20,10,30,1
"NT","Yes",20,12,62,1
"NT","Yes",21,0,0,1
"NT","Yes",21,14,51,1
"NT","Yes",22,0,0,1
"NT","Yes",23,0,0,1
"NT","Yes",23,11,62,1
"NT","Yes",23,22,116,1
"NT","Yes",24,17,70,1
"NT","Yes",25,0,0,1
"NT","Yes",28,15,68,1
"NT","Yes",29,22,86,1
"NT","Yes",30,30,89,1
"NT","Yes",31,13,60,1
"NT","Yes",31,16,72,1
"NT","Yes",33,0,0,1
"NT","Yes",33,6,68,1
"NT","Yes",34,25,123,1
"NT","Yes",35,16,71,1
"NT","Yes",35,35,127,1
"NT","Yes",45,12,71,1
"QLD","Yes",0,0,0,1
"QLD","Yes",0,27,11853,1
"QLD","Yes",0,34,12063,1
"SA","Yes",0,0,0,1
"SA","Yes",0,0,1,1
"SA","Yes",0,0,2,1
"SA","Yes",0,0,3,1
"SA","Yes",0,0,4,1
"SA","Yes",0,0,5,1
"SA","Yes",0,0,6,1
"SA","Yes",0,0,7,1
"SA","Yes",0,0,8,1
"SA","Yes",0,0,9,1
"SA","Yes",0,0,12,1
"SA","Yes",0,0,13,1
"SA","Yes",0,1,0,1
"SA","Yes",0,1,3,1
"SA","Yes",0,1,4,1
"SA","Yes",0,1,5,1
"SA","Yes",0,1,6,1
"SA","Yes",0,1,7,1
"SA","Yes",0,1,13,1
"SA","Yes",0,2,1,1
"SA","Yes",0,4,82,1
"SA","Yes",0,5,93,1
"SA","Yes",1,0,0,1
"SA","Yes",1,0,1,1
"SA","Yes",1,0,2,1
"SA","Yes",1,0,3,1
"SA","Yes",2,0,0,1
"SA","Yes",2,0,1,1
"SA","Yes",2,0,2,1
"SA","Yes",2,0,4,1
"SA","Yes",2,1,9,1
"SA","Yes",3,0,0,1
"SA","Yes",3,0,1,1
"SA","Yes",3,0,3,1
"SA","Yes",3,1,4,1
"SA","Yes",3,2,5,1
"SA","Yes",4,0,0,1
"SA","Yes",4,0,1,1
"SA","Yes",4,0,3,1
"SA","Yes",4,1,1,1
"SA","Yes",4,1,9,1
"SA","Yes",4,2,7,1
"SA","Yes",5,0,0,1
"SA","Yes",5,0,1,1
"SA","Yes",5,0,2,1
"SA","Yes",5,0,3,1
"SA","Yes",5,0,7,1
"SA","Yes",6,0,0,1
"SA","Yes",6,0,9,1
"SA","Yes",6,1,1,1
"SA","Yes",7,0,1,1
"SA","Yes",7,0,3,1
"SA","Yes",8,0,0,1
"SA","Yes",8,1,8,1
"SA","Yes",10,1,2,1
"SA","Yes",12,0,4,1
"SA","Yes",12,2,26,1
"SA","Yes",12,3,30,1
"SA","Yes",14,0,0,1
"SA","Yes",14,2,29,1
"SA","Yes",15,0,5,1
"SA","Yes",15,1,20,1
"SA","Yes",15,4,17,1
"SA","Yes",15,5,15,1
"SA","Yes",15,5,28,1
"SA","Yes",15,6,23,1
"SA","Yes",16,1,20,1
"SA","Yes",17,3,23,1
"SA","Yes",18,6,26,1
"SA","Yes",19,2,29,1
"SA","Yes",19,3,30,1
"SA","Yes",19,4,24,1
"SA","Yes",20,0,2,1
"SA","Yes",20,7,22,1
"SA","Yes",21,0,4,1
"SA","Yes",21,3,24,1
"SA","Yes",22,0,3,1
"SA","Yes",22,0,5,1
"SA","Yes",22,1,26,1
"SA","Yes",23,0,5,1
"SA","Yes",23,0,43,1
"SA","Yes",23,3,27,1
"SA","Yes",23,6,23,1
"SA","Yes",24,0,7,1
"SA","Yes",25,0,3,1
"SA","Yes",25,0,7,1
"SA","Yes",25,3,15,1
"SA","Yes",25,3,20,1
"SA","Yes",27,0,2,1
"SA","Yes",27,0,3,1
"SA","Yes",27,1,10,1
"SA","Yes",27,4,32,1
"SA","Yes",28,0,3,1
"SA","Yes",28,0,11,1
"SA","Yes",28,1,6,1
"SA","Yes",28,1,14,1
"SA","Yes",30,0,15,1
"SA","Yes",30,1,5,1
"SA","Yes",31,0,7,1
"SA","Yes",31,0,9,1
"SA","Yes",31,0,11,1
"SA","Yes",31,3,17,1
"SA","Yes",32,0,5,1
"SA","Yes",32,1,4,1
"SA","Yes",33,0,8,1
"SA","Yes",33,0,10,1
"SA","Yes",33,1,20,1
"SA","Yes",34,0,12,1
"SA","Yes",35,0,6,1
"SA","Yes",35,0,7,1
"SA","Yes",35,0,8,1
"SA","Yes",35,0,14,1
"SA","Yes",35,1,23,1
"SA","Yes",36,0,12,1
"SA","Yes",36,0,16,1
"SA","Yes",37,0,8,1
"SA","Yes",39,0,9,1
"SA","Yes",39,1,19,1
"SA","Yes",42,0,29,1
"SA","Yes",42,1,22,1
"SA","Yes",45,1,19,1
"SA","Yes",46,0,11,1
"SA","Yes",46,1,32,1
"SA","Yes",47,0,8,1
"SA","Yes",48,0,14,1
"SA","Yes",49,0,8,1
"SA","Yes",49,0,28,1
"SA","Yes",49,0,33,1
"SA","Yes",50,1,32,1
"SA","Yes",52,0,10,1
"SA","Yes",53,0,19,1
"SA","Yes",55,10,62,1
"SA","Yes",56,0,22,1
"SA","Yes",57,0,23,1
"SA","Yes",59,1,42,1
"SA","Yes",62,0,34,1
"SA","Yes",62,3,39,1
"SA","Yes",63,1,17,1
"SA","Yes",66,0,28,1
"SA","Yes",66,0,46,1
"SA","Yes",67,0,32,1
"SA","Yes",67,6,31,1
"SA","Yes",69,1,44,1
"SA","Yes",74,0,29,1
"SA","Yes",77,1,43,1
"SA","Yes",224,54,258,1
"SA","Yes",261,33,343,1
"SA","Yes",327,4,55,1
"SA","Yes",453,2,111,1
"SA","Yes",499,1,115,1
"SA","Yes",538,12,293,1
"SA","Yes",738,18,361,1
"TAS","Yes",0,0,0,1
"VIC","Yes",0,0,0,1
"WA","No",0,0,0,0
"WA","Yes",0,0,0,1
"WA","Yes",0,0,1,1
"WA","Yes",0,0,2,1
"WA","Yes",0,0,3,1
"WA","Yes",0,0,4,1
"WA","Yes",0,0,5,1
"WA","Yes",0,0,6,1
"WA","Yes",0,0,29,1
"WA","Yes",0,0,50,1
"WA","Yes",0,0,52,1
"WA","Yes",0,0,54,1
"WA","Yes",0,0,55,1
"WA","Yes",0,0,56,1
"WA","Yes",0,0,58,1
"WA","Yes",0,0,59,1
"WA","Yes",0,0,62,1
"WA","Yes",0,0,63,1
"WA","Yes",0,0,67,1
"WA","Yes",0,0,68,1
"WA","Yes",0,0,69,1
"WA","Yes",0,0,72,1
"WA","Yes",0,0,75,1
"WA","Yes",0,0,130,1
"WA","Yes",0,0,155,1
"WA","Yes",0,0,173,1
"WA","Yes",0,0,185,1
"WA","Yes",0,0,193,1
"WA","Yes",0,0,194,1
"WA","Yes",0,0,195,1
"WA","Yes",0,0,196,1
"WA","Yes",0,0,202,1
"WA","Yes",0,0,203,1
"WA","Yes",0,0,212,1
"WA","Yes",0,0,213,1
"WA","Yes",0,0,215,1
"WA","Yes",0,0,222,1
"WA","Yes",0,0,225,1
"WA","Yes",0,0,226,1
"WA","Yes",0,0,234,1
"WA","Yes",0,0,240,1
"WA","Yes",0,0,246,1
"WA","Yes",0,0,248,1
"WA","Yes",0,0,249,1
"WA","Yes",0,0,257,1
"WA","Yes",0,0,267,1
"WA","Yes",0,0,269,1
"WA","Yes",0,0,282,1
"WA","Yes",0,0,289,1
"WA","Yes",0,0,290,1
"WA","Yes",0,0,311,1
"WA","Yes",0,1,42,1
"WA","Yes",0,1,52,1
"WA","Yes",0,1,66,1
"WA","Yes",0,1,152,1
"WA","Yes",0,1,161,1
"WA","Yes",0,1,180,1
"WA","Yes",0,1,196,1
"WA","Yes",0,1,199,1
"WA","Yes",0,1,215,1
"WA","Yes",0,1,218,1
"WA","Yes",0,1,219,1
"WA","Yes",0,1,220,1
"WA","Yes",0,1,233,1
"WA","Yes",0,1,242,1
"WA","Yes",0,1,246,1
"WA","Yes",0,1,249,1
"WA","Yes",0,1,254,1
"WA","Yes",0,2,181,1
"WA","Yes",0,2,182,1
"WA","Yes",0,2,194,1
"WA","Yes",0,2,302,1
